owner,name,createdAt,pushedAt,isMirror,diskUsage,primaryLanguage,languages,contributors,watchers,stargazers,forks,issues,commits,pullRequests,branches,tags,releases,description
qbittorrent,qBittorrent,2012-02-04 09:37:46,2024-06-30 13:42:37,False,221004,C++,10,326,414,25862,3824,15648,12810,4293,16,237,0,qBittorrent BitTorrent client
quasarframework,quasar,2015-10-05 15:45:36,2024-06-27 11:40:20,False,379618,JavaScript,9,698,469,25496,3446,7712,14242,4624,9,915,901,Quasar Framework - Build high-performance VueJS user interfaces in record time
emscripten-core,emscripten,2011-02-12 05:23:30,2024-06-30 07:36:04,False,241125,C++,16,799,589,25349,3249,9088,27143,12629,137,440,0,Emscripten: An LLVM-to-WebAssembly Compiler
signalapp,Signal-Android,2011-12-15 20:01:12,2024-06-28 19:23:25,False,1335224,Java,9,332,897,25147,6050,10726,14909,2768,1,1444,10,A private messenger for Android.
telegramdesktop,tdesktop,2014-05-02 12:36:31,2024-06-30 07:31:57,False,223656,C++,13,174,822,25105,4989,13940,17640,1980,10,715,715,Telegram Desktop messaging app
fish-shell,fish-shell,2012-05-10 03:00:55,2024-06-30 10:26:09,False,75628,Rust,12,882,281,25045,1879,7092,19114,3304,34,80,44,The user-friendly command line shell.
openssl,openssl,2013-01-15 22:34:48,2024-06-30 13:57:33,False,235437,C,14,928,1010,24844,9917,9693,35336,14121,27,378,31,TLS/SSL and crypto library
AvaloniaUI,Avalonia,2013-12-05 20:13:21,2024-06-30 10:46:48,False,176160,C#,11,412,466,24510,2119,6738,26662,5485,544,118,79,"Develop Desktop, Embedded, Mobile and WebAssembly apps with C# and XAML. The most popular .NET UI client technology"
jumpserver,jumpserver,2014-07-04 03:54:59,2024-06-28 11:10:15,False,81220,Python,5,126,661,24269,5252,6342,11390,7137,54,232,222,An open-source PAM tool alternative to CyberArk.  广受欢迎的开源堡垒机。
envoyproxy,envoy,2016-08-08 15:07:24,2024-06-29 20:59:57,False,223540,C++,24,1205,588,24250,4682,11276,22116,23666,214,168,167,Cloud-native high-performance edge/middle/service proxy
angular,components,2016-01-04 18:50:02,2024-06-30 09:53:24,False,110221,TypeScript,7,758,898,24204,6689,15024,11911,14187,110,483,479,Component infrastructure and Material Design components for Angular
elixir-lang,elixir,2011-01-09 08:43:57,2024-06-27 10:08:25,False,61259,Elixir,7,1312,673,23975,3328,5359,20362,8314,21,160,151,"Elixir is a dynamic, functional language for building scalable and maintainable applications"
celery,celery,2009-04-24 11:31:24,2024-06-29 07:51:02,False,35363,Python,5,1134,471,23971,4613,5049,12560,3393,109,240,48,Distributed Task Queue (development branch)
syl20bnr,spacemacs,2012-12-17 21:34:03,2024-06-29 11:42:31,False,62099,Emacs Lisp,5,1191,483,23562,4901,8515,12886,7837,26,164,158,"A community-driven Emacs distribution - The best editor is neither Emacs nor Vim,  it's Emacs *and* Vim!"
youzan,vant,2017-04-19 07:55:31,2024-06-29 22:09:13,False,122891,TypeScript,7,337,371,22973,9459,7145,10051,5410,18,584,262,"A lightweight, customizable Vue UI library for mobile web apps."
goharbor,harbor,2016-01-28 21:10:28,2024-06-29 13:52:50,False,234551,Go,14,314,530,22968,4643,11254,12156,9108,46,303,293,"An open source trusted cloud native registry project that stores, signs, and scans content."
rancher,rancher,2014-11-07 20:49:31,2024-06-29 23:22:17,False,152363,Go,12,386,644,22769,2911,33471,12124,11782,437,1834,1000,Complete container management platform
kovidgoyal,kitty,2016-10-16 14:48:28,2024-06-30 01:28:47,False,54547,Python,10,289,182,22708,923,5372,14214,1298,4,111,111,"Cross-platform, fast, feature-rich, GPU based terminal"
bazelbuild,bazel,2014-06-12 16:00:38,2024-06-30 14:21:08,False,934893,Java,15,1000,605,22675,3971,13477,40116,8563,232,278,147,"a fast, scalable, multi-language and extensible build system"
ethereum,solidity,2015-08-17 12:27:26,2024-06-30 14:35:41,False,75422,C++,10,622,720,22653,5615,5946,24477,8805,389,126,109,"Solidity, the Smart Contract Programming Language"
nrwl,nx,2017-08-11 18:50:23,2024-06-29 20:18:41,False,269571,TypeScript,8,920,170,22578,2252,9918,12674,12989,153,790,759,Smart Monorepos · Fast CI
emberjs,ember.js,2011-05-25 23:39:40,2024-06-30 14:36:08,False,82216,JavaScript,4,824,849,22461,4213,6714,22554,10321,76,784,525,Ember.js - A JavaScript framework for creating ambitious web applications
containers,podman,2017-11-01 15:01:27,2024-06-30 08:21:58,False,141611,Go,12,660,208,22353,2305,8695,22878,12930,57,221,198,Podman: A tool for managing OCI containers and pods.
microsoft,vcpkg,2016-09-15 16:40:50,2024-06-30 08:42:49,False,73860,CMake,10,2017,433,22121,6153,17764,22569,20172,1,53,50,"C++ Library Manager for Windows, Linux, and MacOS"
facebook,flow,2014-10-28 17:17:45,2024-06-30 02:17:21,False,135091,OCaml,11,862,392,22090,1851,6661,17900,2386,222,355,352,Adds static typing to JavaScript to improve developer productivity and code quality.
jitsi,jitsi-meet,2013-12-16 12:51:09,2024-06-28 19:13:34,False,270662,TypeScript,13,479,508,22032,6571,6227,12362,8591,351,16049,63,"Jitsi Meet - Secure, Simple and Scalable Video Conferences that you use as a standalone app or embed in your web application."
PaddlePaddle,Paddle,2016-08-15 06:59:08,2024-06-30 14:34:56,False,441872,C++,12,938,718,21776,5467,18107,49211,47250,58,79,63,PArallel Distributed Deep LEarning: Machine Learning Framework from Industrial Practice （『飞桨』核心框架，深度学习&机器学习高性能单机、分布式训练和跨平台部署）
forem,forem,2016-11-13 23:02:13,2024-06-25 10:34:29,False,1665342,Ruby,10,703,360,21729,3966,5633,13430,14422,35,10,0,For empowering community 🌱
arendst,Tasmota,2017-01-28 13:37:08,2024-06-30 13:38:42,False,233369,C,18,351,625,21688,4713,9517,19515,6574,8,109,107,"Alternative firmware for ESP8266 and ESP32 based devices with easy configuration using webUI, OTA updates, automation using timers or rules, expandability and entirely local control over MQTT, HTTP, Serial or KNX. Full documentation at"
google,ExoPlayer,2014-06-13 21:19:18,2024-06-22 02:42:18,False,483154,Java,6,246,843,21603,5992,10123,18874,1195,4,207,28,An extensible media player for Android
jhipster,generator-jhipster,2013-10-21 20:07:22,2024-06-30 08:51:18,False,162320,TypeScript,12,713,717,21308,4009,7728,53658,18773,15,248,37,"JHipster is a development platform to quickly generate, develop, & deploy modern web applications & microservice architectures."
keycloak,keycloak,2013-07-02 13:38:51,2024-06-30 11:37:10,False,503175,Java,13,1118,373,20859,6419,10513,25402,16045,11,224,59,Open Source Identity and Access Management For Modern Applications and Services
Homebrew,homebrew-cask,2012-03-05 02:05:17,2024-06-30 13:41:42,False,387847,Ruby,3,8811,320,20678,10602,6452,235376,171436,7,130,81,🍻 A CLI workflow for the administration of macOS applications distributed as binaries
OpenAPITools,openapi-generator,2018-05-12 09:57:56,2024-06-30 08:55:38,False,873009,Java,24,2912,215,20528,6271,8068,20227,10878,89,86,64,"OpenAPI Generator allows generation of API client libraries (SDK generation), server stubs, documentation and configuration automatically given an OpenAPI Spec (v2, v3)"
pulumi,pulumi,2016-10-31 21:02:47,2024-06-29 18:09:59,False,145161,Go,11,297,193,20452,1060,7176,11840,8213,861,1049,253,Pulumi - Infrastructure as Code in any programming language 🚀
zulip,zulip,2015-09-25 16:37:25,2024-06-30 13:14:16,False,459183,Python,12,2162,377,20329,7508,9004,59147,21577,27,136,100,Zulip server and web application. Open-source team chat that helps teams stay productive and focused.
radareorg,radare2,2012-07-03 07:42:26,2024-06-29 06:45:04,False,175114,C,22,903,486,19931,2955,8423,32171,14192,61,115,91,UNIX-like reverse engineering framework and command-line toolset
matplotlib,matplotlib,2011-02-19 03:17:12,2024-06-30 03:18:32,False,452226,Python,13,1440,594,19618,7478,10339,50509,18127,23,132,85,matplotlib: plotting with Python
apache,shardingsphere,2016-01-18 12:49:26,2024-06-30 14:38:51,False,642988,Java,6,604,1012,19600,6656,11033,42890,20690,2,59,56,"Distributed SQL transaction & query engine for data sharding, scaling, encryption, and more - on any database."
elastic,kibana,2013-01-26 04:00:59,2024-06-30 14:34:25,False,6573204,TypeScript,19,2495,841,19468,8036,65380,75836,120391,853,415,150,Your window into the Elastic Stack
desktop,desktop,2016-05-11 15:59:00,2024-06-27 21:59:57,False,97461,TypeScript,7,411,1935,19437,9304,11247,36446,5853,286,676,0,Focus on what matters instead of fighting with Git.
PostHog,posthog,2020-01-23 22:46:58,2024-06-29 21:53:56,False,947513,Python,18,211,104,19301,1127,5601,17421,17675,1737,86,0,"🦔 PostHog provides open-source product analytics, session recording, feature flagging and A/B testing that you can self-host."
matomo-org,matomo,2011-03-30 21:18:17,2024-06-30 07:23:16,False,299337,PHP,10,363,420,19286,2588,13751,29911,7810,103,770,625,Empowering People Ethically with the leading open source alternative to Google Analytics that gives you full control over your data. Matomo lets you easily collect data from websites & apps and visualise this data and extract insights. Privacy is built-in. Liberating Web Analytics. Star us on Github? +1.  And we love Pull Requests! 
apollographql,apollo-client,2016-02-26 20:25:00,2024-06-30 06:56:00,False,82916,TypeScript,4,811,286,19268,2639,5067,12449,6359,260,1269,109,":rocket:  A fully-featured, production ready caching GraphQL client for every UI framework and GraphQL server."
crystal-lang,crystal,2012-11-27 17:32:32,2024-06-30 14:29:44,False,54640,Crystal,14,508,418,19198,1609,7411,15315,7204,94,139,119,The Crystal Programming Language
cilium,cilium,2015-12-16 12:33:31,2024-06-30 13:37:04,False,317617,Go,13,760,312,19184,2782,9461,29721,23915,647,649,293,"eBPF-based Networking, Security, and Observability"
bokeh,bokeh,2012-03-26 15:40:01,2024-06-29 07:59:06,False,339642,Python,9,608,442,19006,4167,7658,20536,6097,44,116,0,"Interactive Data Visualization in the browser, from  Python"
openwrt,openwrt,2015-11-09 07:13:55,2024-06-30 13:17:25,True,245385,C,14,1139,591,18861,9979,6666,61276,9109,8,69,17,This repository is a mirror of https://git.openwrt.org/openwrt/openwrt.git It is for reference only and is not active for check-ins.  We will continue to accept Pull Requests here. They will be merged via staging trees then into openwrt.git.
dotnet,roslyn,2015-01-11 02:39:03,2024-06-30 12:56:34,False,2082308,C#,11,2818,1029,18690,3980,32957,110883,39749,277,588,58,The Roslyn .NET compiler provides C# and Visual Basic languages with rich code analysis APIs.
micropython,micropython,2013-12-20 11:47:07,2024-06-30 12:49:42,False,63389,C,8,558,729,18665,7468,5297,16000,6134,3,62,19,MicroPython - a lean and efficient Python implementation for microcontrollers and constrained systems
RasaHQ,rasa,2016-10-14 12:27:49,2024-06-25 21:01:29,False,1622079,Python,7,497,350,18245,4560,6644,32610,6361,568,676,253,"💬   Open source machine learning framework to automate text- and voice-based conversations: NLU, dialogue management, connect to Slack, Facebook, and more - Create chatbots and voice assistants"
appium,appium,2013-01-09 22:49:50,2024-06-30 13:49:03,False,178118,JavaScript,7,348,877,18239,6006,13605,10919,5905,143,1612,1000,"Cross-platform automation framework for all kinds of apps, built on top of the W3C WebDriver protocol"
facebook,hhvm,2010-01-02 01:17:06,2024-06-29 23:25:00,False,735546,Hack,27,1159,1005,18055,2990,5929,68295,3351,202,1969,15,A virtual machine for executing programs written in Hack.
microsoft,fluentui,2016-06-06 15:03:44,2024-06-28 22:58:48,False,654290,TypeScript,10,874,289,18017,2689,12596,18165,18495,81,28882,1000,"Fluent UI web represents a collection of utilities, React components, and web components for building web applications."
python,mypy,2012-12-07 13:30:23,2024-06-30 02:04:35,False,66434,Python,10,685,238,17842,2740,10310,11902,7042,70,90,0,Optional static typing for Python
frappe,erpnext,2011-06-08 08:20:56,2024-06-30 10:28:55,False,1184781,Python,5,541,611,17502,6686,15244,49246,25585,133,1384,1000,Free and Open Source Enterprise Resource Planning (ERP)
kivy,kivy,2010-11-03 20:27:32,2024-06-27 11:54:47,False,76115,Python,13,500,601,17179,3036,5038,12941,3679,90,50,12,"Open source UI framework written in Python, running on Windows, Linux, macOS, Android and iOS"
gravitational,teleport,2015-03-02 19:36:00,2024-06-30 00:42:46,False,751676,Go,19,339,239,16940,1701,9742,18643,32672,2955,3813,639,"The easiest, and most secure way to access and protect all of your infrastructure."
vectordotdev,vector,2018-08-27 16:57:34,2024-06-30 07:56:44,False,113849,Rust,16,445,149,16920,1453,7429,11541,12027,781,94,79,A high-performance observability data pipeline.
swagger-api,swagger-codegen,2011-07-06 14:26:48,2024-06-26 00:25:56,False,105375,Mustache,18,1062,414,16718,6016,6496,11725,5587,19,123,117,"swagger-codegen contains a template-driven engine to generate documentation, API clients and server stubs in different languages by parsing your OpenAPI / Swagger definition."
renovatebot,renovate,2016-12-17 16:21:21,2024-06-30 14:31:04,False,111234,TypeScript,17,1117,93,16468,2113,5932,18120,15165,16,8639,1000,Home of the Renovate CLI: Cross-platform Dependency Automation by Mend.io
NixOS,nixpkgs,2012-06-04 02:49:46,2024-06-30 14:33:03,False,4282819,Nix,52,7056,278,16430,12923,38828,645703,283582,288,122,0,Nix Packages collection & NixOS
gradle,gradle,2009-09-09 18:27:19,2024-06-30 12:35:14,False,551233,Groovy,14,814,517,16350,4633,12944,117029,16421,877,594,262,"Adaptable, fast automation for all"
nim-lang,Nim,2010-08-16 20:38:58,2024-06-30 12:19:48,False,123178,Nim,11,755,302,16220,1464,11207,22050,12342,135,60,0,"Nim is a statically typed compiled systems programming language. It combines successful concepts from mature languages like Python, Ada and Modula. Its design focuses on efficiency, expressiveness, and elegance (in that order of priority)."
realm,realm-swift,2012-04-16 20:06:56,2024-06-29 12:54:58,False,67501,Objective-C,7,202,377,16180,2135,5361,12396,3151,68,413,287,Realm is a mobile database: a replacement for Core Data & SQLite
ipython,ipython,2010-05-10 04:46:06,2024-06-28 10:02:44,False,78693,Python,5,875,745,16179,4422,7324,27054,7081,23,179,29,"Official repository for IPython itself. Other repos in the IPython organization contain things like the website, documentation builds, etc."
thingsboard,thingsboard,2016-12-01 09:33:30,2024-06-28 16:29:25,False,250231,Java,12,180,557,16106,4917,6237,18742,4846,75,61,61,"Open-source IoT Platform - Device management, data collection, processing and visualization."
MarlinFirmware,Marlin,2011-08-13 08:07:20,2024-06-30 12:27:38,False,234174,C++,17,1144,901,16017,19123,14676,20505,12449,19,78,73,Marlin is an optimized firmware for RepRap 3D printers based on the Arduino platform. Many commercial 3D printers come with Marlin installed. Check with your vendor if you need source code for your specific machine.
prestodb,presto,2012-08-09 01:03:37,2024-06-30 07:19:28,False,216213,Java,17,856,862,15739,5282,6429,23022,16567,479,406,0,The official home of the Presto distributed SQL query engine for big data
koreader,koreader,2013-03-24 13:09:42,2024-06-30 11:29:22,False,69360,Lua,6,253,311,15711,1220,5866,10516,5833,1,261,238,"An ebook reader application supporting PDF, DjVu, EPUB, FB2 and many more formats, running on Cervantes, Kindle, Kobo, PocketBook and Android devices"
kubernetes,kops,2016-06-27 22:01:15,2024-06-28 18:10:07,False,429219,Go,8,1404,317,15653,4610,5099,21444,11519,105,235,201,"Kubernetes Operations (kOps) - Production Grade k8s Installation, Upgrades and Management"
netbox-community,netbox,2016-02-29 14:15:46,2024-06-28 21:48:39,False,97811,Python,7,308,409,15324,2488,9927,12779,2956,22,301,294,The premier source of truth powering network automation. Open source under Apache 2. Public demo: https://demo.netbox.dev
PrefectHQ,prefect,2018-06-29 21:59:26,2024-06-30 01:48:38,False,160554,Python,14,253,159,15310,1496,5216,17177,8615,517,364,270,Prefect is a workflow orchestration framework for building resilient data pipelines in Python.
hashicorp,packer,2013-03-23 05:43:03,2024-06-30 00:28:54,False,110838,Go,10,2191,471,14963,3324,6814,18618,6144,181,130,52,Packer is a tool for creating identical machine images for multiple platforms from a single source configuration.
ampproject,amphtml,2015-09-01 22:10:53,2024-06-29 08:01:52,False,960568,JavaScript,11,1167,636,14889,3881,14312,22438,25511,164,1479,835,The AMP web component framework.
ruffle-rs,ruffle,2019-04-25 17:53:32,2024-06-30 12:17:06,False,142683,Rust,11,171,156,14822,767,10472,12379,6012,4,1135,1000,A Flash Player emulator written in Rust
lichess-org,lila,2012-02-21 19:46:55,2024-06-30 14:08:45,False,508647,Scala,10,421,226,14803,2199,9109,60921,6240,608,5,2,"♞ lichess.org: the forever free, adless and open source chess server ♞"
firefly-iii,firefly-iii,2014-06-28 07:37:32,2024-06-24 03:07:39,False,298380,PHP,10,153,155,14754,1350,5724,19370,1563,3,408,355,Firefly III: a personal finances manager
RPCS3,rpcs3,2012-11-03 15:16:18,2024-06-30 14:10:29,False,119302,C++,9,293,598,14655,1860,7690,16657,7527,5,64,34,PS3 emulator/debugger
ppy,osu,2014-07-31 04:26:30,2024-06-30 11:32:34,False,172531,C#,5,445,295,14641,2160,10042,67721,12239,3,635,524,rhythm is just a *click* away!
tinymce,tinymce,2010-01-11 14:46:42,2024-06-29 10:19:24,False,89206,TypeScript,6,225,268,14616,2212,6389,26179,3087,129,2018,0,"The world's #1 JavaScript library for rich text editing. Available for React, Vue and Angular"
hashicorp,nomad,2015-06-01 10:21:00,2024-06-30 09:57:14,False,570939,Go,13,1651,533,14551,1919,6794,25946,14021,1207,533,174,"Nomad is an easy-to-use, flexible, and performant workload orchestrator that can deploy a mix of microservice, batch, containerized, and non-containerized applications. Nomad is easy to operate and scale and has native Consul and Vault integrations."
dotnet,runtime,2019-09-24 23:36:39,2024-06-30 13:06:17,False,807237,C#,31,4267,453,14521,4533,62173,134513,39072,37,123,106,".NET is a cross-platform runtime for cloud, mobile, desktop, and IoT apps."
OpenRA,OpenRA,2010-10-04 07:38:05,2024-06-30 11:23:29,False,324794,C#,12,332,381,14340,2634,9128,29999,10315,2,445,99,"Open Source real-time strategy game engine for early Westwood games such as Command & Conquer: Red Alert written in C# using SDL and OpenGL. Runs on Windows, Linux, *BSD and Mac OS X."
yiisoft,yii2,2012-02-13 15:32:36,2024-06-29 21:06:57,False,80837,PHP,10,1222,1068,14218,6927,11542,20483,8177,9,75,68,"Yii 2: The Fast, Secure and Professional PHP Framework"
signalapp,Signal-Desktop,2014-02-24 19:53:36,2024-06-27 14:37:59,False,570033,TypeScript,7,252,422,14161,2577,5759,10635,1136,134,805,727,"A private messenger for Windows, macOS, and Linux."
elastic,logstash,2010-11-18 01:31:50,2024-06-28 23:35:15,False,127273,Java,12,2341,830,14086,3482,6707,10771,9457,205,348,149,"Logstash - transport and process your logs, events, or other data"
NodeBB,NodeBB,2013-04-22 16:49:40,2024-06-29 19:53:52,False,88527,JavaScript,8,215,368,13994,2754,7967,27475,4618,60,422,274,Node.js based forum software built for the modern web
saltstack,salt,2011-02-20 20:16:56,2024-06-30 04:17:49,False,541848,Python,18,2458,533,13978,5469,26419,121127,40211,29,290,201,Software to automate the management and configuration of any infrastructure or application at scale. Get access to the Salt software package repository here: 
apache,pulsar,2016-06-28 07:00:03,2024-06-28 18:21:18,False,218064,Java,11,676,403,13929,3527,6828,12777,15497,34,242,87,Apache Pulsar - distributed pub-sub messaging system
jupyterlab,jupyterlab,2016-06-03 20:09:17,2024-06-30 13:26:57,False,247510,TypeScript,10,550,313,13918,3202,8336,26055,8124,23,40530,204,JupyterLab computational environment.
apache,arrow,2016-02-17 08:00:23,2024-06-30 09:25:41,False,192423,C++,30,1098,351,13857,3374,25084,16233,17989,75,109,0,Apache Arrow is a multi-language toolbox for accelerated data interchange and in-memory processing
rust-lang,rust-analyzer,2017-12-21 19:24:42,2024-06-30 14:33:36,False,73219,Rust,6,848,93,13784,1523,7524,30554,9912,12,243,242,A Rust compiler front-end for IDEs
ansible,awx,2017-05-17 15:50:14,2024-06-29 02:09:02,False,344853,Python,10,515,371,13645,3372,8176,34069,7056,36,101,63,"AWX provides a web-based user interface, REST API, and task engine built on top of Ansible. It is one of the upstream projects for Red Hat Ansible Automation Platform."
dotnet,efcore,2014-01-23 00:52:01,2024-06-30 10:56:51,False,191359,C#,8,2630,909,13480,3125,21369,15594,12293,74,250,210,"EF Core is a modern object-database mapper for .NET. It supports LINQ queries, change tracking, updates, and schema migrations."
microsoft,onnxruntime,2018-11-10 02:22:53,2024-06-29 19:33:20,False,1267930,C++,28,10000,243,13412,2744,6164,11288,14209,2566,51,50,"ONNX Runtime: cross-platform, high performance ML inferencing and training accelerator"
Homebrew,homebrew-core,2016-03-01 06:58:36,2024-06-30 13:02:19,False,774095,Ruby,3,9962,299,13376,12166,5484,492421,170259,87,0,0,🍻 Default formulae for the missing package manager for macOS (or Linux)
quarkusio,quarkus,2018-07-06 00:44:20,2024-06-30 14:32:30,False,318298,Java,14,956,259,13341,2552,16593,46026,22775,57,321,318,Quarkus: Supersonic Subatomic Java. 
OpenRCT2,OpenRCT2,2014-04-01 23:32:25,2024-06-30 11:25:22,False,223449,C++,15,566,203,13102,1499,12088,26446,9211,7,39,38,An open source re-implementation of RollerCoaster Tycoon 2 🎢
akka,akka,2009-02-16 12:51:54,2024-06-28 13:43:17,False,274943,Scala,7,802,578,12977,3586,8013,27053,11807,122,349,52,"Build highly concurrent, distributed, and resilient message-driven applications on the JVM"
scylladb,scylladb,2014-12-24 13:16:33,2024-06-30 13:41:37,False,179996,C++,13,149,338,12912,1240,12219,43371,7246,102,361,0,"NoSQL data store using the seastar framework, compatible with Apache Cassandra"
espressif,esp-idf,2016-08-17 10:40:35,2024-06-29 23:29:01,False,286219,C,13,864,495,12871,7082,12099,37950,1822,19,143,118,Espressif IoT Development Framework. Official development framework for Espressif SoCs.
systemd,systemd,2015-03-25 15:27:27,2024-06-30 14:29:54,False,396018,C,12,2157,348,12793,3677,11774,74731,21651,5,384,79,The systemd System and Service Manager 
Chocobozzz,PeerTube,2015-10-29 22:09:42,2024-06-28 13:36:41,False,288942,TypeScript,7,437,305,12730,1455,5158,13239,1222,3,131,122,ActivityPub-federated video streaming platform using P2P directly in your web browser
phpstan,phpstan,2016-01-04 18:22:16,2024-06-30 12:35:04,False,5196026,PHP,5,248,173,12679,861,7768,10994,1850,29,321,318,PHP Static Analysis Tool - discover bugs in your code without running it!
scipy,scipy,2011-03-09 18:52:03,2024-06-30 14:04:43,False,160089,Python,12,1491,345,12674,5068,10090,32806,10981,31,167,92,SciPy library main repository
solana-labs,solana,2018-02-14 04:26:27,2024-06-24 12:58:58,False,444792,Rust,8,498,308,12657,3948,5364,24985,30025,41,536,513,"Web-Scale Blockchain for fast, secure, scalable, decentralized apps and marketplaces."
termux,termux-packages,2015-06-12 21:48:33,2024-06-30 14:20:45,False,77786,Shell,16,436,1354,12591,2904,8241,37257,10836,29,181,175,A package build system for Termux.
sympy,sympy,2010-04-30 20:37:14,2024-06-29 18:19:18,False,185210,Python,7,1212,295,12555,4324,13141,58113,13220,13,99,50,A computer algebra system written in pure Python
rubocop,rubocop,2012-04-21 10:09:58,2024-06-30 07:07:39,False,45470,Ruby,4,869,181,12541,3044,5591,13855,7207,5,273,230,"A Ruby static code analyzer and formatter, based on the community Ruby style guide."
gitpod-io,gitpod,2018-04-24 15:56:54,2024-06-29 00:23:06,False,92965,Go,16,139,142,12476,1193,8676,11814,11131,1238,1318,53,The developer platform for on-demand cloud development environments to create software faster and more securely.
abpframework,abp,2016-12-03 22:56:24,2024-06-29 06:28:16,False,1095637,C#,13,355,334,12458,3353,9386,35610,10263,96,212,209,"Open-source web application framework for ASP.NET Core! Offers an opinionated architecture to build enterprise software solutions with best practices on top of the .NET. Provides the fundamental infrastructure, cross-cutting-concern implementations, startup templates, application modules, UI themes, tooling and documentation."
dotnet,AspNetCore.Docs,2014-12-19 17:38:02,2024-06-28 21:50:02,False,839584,C#,13,4084,699,12427,25328,14972,18561,17809,36,40,40,Documentation for ASP.NET Core
Automattic,wp-calypso,2015-11-10 20:00:16,2024-06-30 06:37:27,False,834904,TypeScript,12,918,487,12375,1973,30560,68563,60389,2865,305,42,The JavaScript and API powered WordPress.com
CesiumGS,cesium,2012-03-02 22:27:14,2024-06-28 18:47:22,False,720121,JavaScript,8,358,469,12358,3376,5808,40485,6172,336,181,159,An open-source JavaScript library for world-class 3D globes and maps :earth_americas:
rust-lang,cargo,2014-03-04 23:20:42,2024-06-30 07:22:51,False,51598,Rust,6,1005,193,12253,2309,7078,17934,6918,76,99,0,The Rust package manager
rook,rook,2016-07-08 22:45:05,2024-06-28 12:17:06,False,61839,Go,9,508,268,12077,2660,5268,11231,8588,26,217,186,Storage Orchestration for Kubernetes
mozilla-mobile,firefox-ios,2014-11-03 19:07:02,2024-06-29 15:06:00,False,708122,Swift,10,363,516,12075,2876,8195,15711,12255,130,234,151,Firefox for iOS
ag-grid,ag-grid,2014-12-23 16:20:14,2024-06-30 12:20:56,False,2613151,TypeScript,6,138,215,12057,1812,6005,39772,2168,582,255,217,The best JavaScript Data Table for building Enterprise Applications. Supports React / Angular / Vue / Plain JavaScript.
elastic,beats,2014-02-05 19:01:02,2024-06-28 22:28:00,False,427384,Go,20,2539,675,12047,4887,10359,17698,29406,417,272,268,:tropical_fish: Beats - Lightweight shippers for Elasticsearch & Logstash 
highcharts,highcharts,2010-06-11 12:23:53,2024-06-28 16:36:33,False,352830,TypeScript,6,189,337,11888,3545,14678,36649,6699,454,210,0,"Highcharts JS, the JavaScript charting framework"
languagetool-org,languagetool,2013-08-08 16:37:22,2024-06-30 09:46:12,False,5511819,Java,11,194,164,11792,1379,5814,77199,4848,332,54,0,Style and Grammar Checker for 25+ Languages
musescore,MuseScore,2012-05-26 12:46:33,2024-06-30 14:25:28,False,783695,C++,18,382,238,11788,2562,8715,36451,14478,112,74,58,"MuseScore is an open source and free music notation software. For support, contribution, bug reports, visit MuseScore.org. Fork and make pull requests!"
apache,doris,2017-08-10 12:13:30,2024-06-30 14:23:45,False,791502,Java,27,657,282,11788,3109,6978,20267,28673,78,149,49,"Apache Doris is an easy-to-use, high performance and unified analytics database."
MetaMask,metamask-extension,2015-09-06 16:34:48,2024-06-30 12:52:25,False,543347,JavaScript,10,634,555,11648,4772,10914,20501,14244,1335,648,411,:globe_with_meridians: :electric_plug: The MetaMask browser extension enables browsing Ethereum blockchain enabled websites
pytest-dev,pytest,2015-06-15 20:28:27,2024-06-30 12:05:12,False,34059,Python,2,862,193,11610,2578,5767,16082,5875,30,205,69,"The pytest framework makes it easy to write small tests, yet scales to support complex functional testing"
Jackett,Jackett,2015-10-29 16:23:19,2024-06-30 13:59:42,False,35591,C#,7,412,186,11604,1265,12012,14319,3341,4,2550,1000,API Support for your favorite torrent trackers
HabitRPG,habitica,2012-06-06 22:49:48,2024-06-29 04:34:37,False,1646002,JavaScript,8,820,285,11580,4018,7785,25359,7455,32,1147,928,A habit tracker app which treats your goals like a Role Playing Game.
NixOS,nix,2012-02-08 10:17:59,2024-06-30 14:11:47,False,71823,C++,15,642,122,11445,1443,5930,17633,4922,132,153,0,"Nix, the purely functional package manager"
magento,magento2,2011-11-30 15:30:13,2024-06-28 20:34:04,False,682791,PHP,6,3015,1249,11355,9275,24257,145453,14358,24,180,153,"Prior to making any Submission(s), you must sign an Adobe Contributor License Agreement, available here at: https://opensource.adobe.com/cla.html. All Submissions you make to Adobe Inc. and its affiliates, assigns and subsidiaries (collectively “Adobe”) are subject to the terms of the Adobe Contributor License Agreement."
aws,aws-cdk,2017-10-04 19:22:36,2024-06-30 09:12:50,False,952004,TypeScript,14,1484,228,11337,3762,14316,13809,15302,148,536,536,The AWS Cloud Development Kit is a framework for defining cloud infrastructure in code
metersphere,metersphere,2020-02-03 02:06:12,2024-06-29 06:52:33,False,372381,Java,9,60,186,11188,2488,9577,19695,22233,37,161,160,MeterSphere 是新一代的测试管理和接口测试工具，让软件测试工作更简单、更高效，不再成为持续交付的瓶颈。
openlayers,openlayers,2012-06-20 06:53:59,2024-06-29 04:13:03,False,129850,JavaScript,6,361,394,11069,3000,6437,33963,9423,10,256,130,OpenLayers
rust-lang,rust-clippy,2014-11-19 07:49:21,2024-06-30 13:28:38,False,57857,Rust,6,926,84,11013,1473,6584,20080,6371,6,208,0,A bunch of lints to catch common mistakes and improve your Rust code. Book: https://doc.rust-lang.org/clippy/
